Dim1Name,Zip,Dim2Name,Dim2Value,Date ,Count,
Zip,10451,Age Group,All age groups,3/16/20,15,
Zip,10451,Age Group,All age groups,3/17/20,12,
Zip,10451,Age Group,All age groups,3/18/20,12,
Zip,10451,Age Group,All age groups,3/19/20,12,
Zip,10451,Age Group,All age groups,3/20/20,21,
Zip,10451,Age Group,All age groups,3/21/20,17,
Zip,10451,Age Group,All age groups,3/22/20,10,
Zip,10451,Age Group,All age groups,3/23/20,18,
Zip,10451,Age Group,All age groups,3/24/20,14,
Zip,10451,Age Group,All age groups,3/25/20,19,
Zip,10451,Age Group,All age groups,3/26/20,12,
Zip,10451,Age Group,All age groups,3/27/20,13,
Zip,10451,Age Group,Ages 0-4 years,2/27/20,0,
Zip,10451,Age Group,Ages 0-4 years,2/28/20,1,
Zip,10451,Age Group,Ages 0-4 years,2/29/20,2,
Zip,10451,Age Group,Ages 0-4 years,3/1/20,3,
Zip,10451,Age Group,Ages 0-4 years,3/2/20,3,
Zip,10451,Age Group,Ages 0-4 years,3/3/20,2,
Zip,10451,Age Group,Ages 0-4 years,3/4/20,4,
Zip,10451,Age Group,Ages 0-4 years,3/5/20,1,
Zip,10451,Age Group,Ages 0-4 years,3/6/20,5,
Zip,10451,Age Group,Ages 0-4 years,3/7/20,5,
Zip,10451,Age Group,Ages 0-4 years,3/8/20,3,
Zip,10451,Age Group,Ages 0-4 years,3/9/20,2,
Zip,10451,Age Group,Ages 0-4 years,3/10/20,2,
Zip,10451,Age Group,Ages 0-4 years,3/11/20,2,
Zip,10451,Age Group,Ages 0-4 years,3/12/20,2,
Zip,10451,Age Group,Ages 0-4 years,3/13/20,5,
Zip,10451,Age Group,Ages 0-4 years,3/14/20,3,
Zip,10451,Age Group,Ages 0-4 years,3/15/20,1,
Zip,10451,Age Group,Ages 0-4 years,3/16/20,6,
Zip,10451,Age Group,Ages 0-4 years,3/17/20,3,
Zip,10451,Age Group,Ages 0-4 years,3/18/20,2,
Zip,10451,Age Group,Ages 0-4 years,3/19/20,2,
Zip,10451,Age Group,Ages 0-4 years,3/20/20,5,
Zip,10451,Age Group,Ages 0-4 years,3/21/20,3,
Zip,10451,Age Group,Ages 0-4 years,3/22/20,2,
Zip,10451,Age Group,Ages 0-4 years,3/23/20,2,
Zip,10451,Age Group,Ages 0-4 years,3/24/20,2,
Zip,10451,Age Group,Ages 0-4 years,3/25/20,0,
Zip,10451,Age Group,Ages 0-4 years,3/26/20,0,
Zip,10451,Age Group,Ages 0-4 years,3/27/20,2,
Zip,10451,Age Group,Ages 5-17 years,2/27/20,2,
Zip,10451,Age Group,Ages 5-17 years,2/28/20,0,
Zip,10451,Age Group,Ages 5-17 years,2/29/20,1,
Zip,10451,Age Group,Ages 5-17 years,3/1/20,0,
Zip,10451,Age Group,Ages 5-17 years,3/2/20,3,
Zip,10451,Age Group,Ages 5-17 years,3/3/20,1,
Zip,10451,Age Group,Ages 5-17 years,3/4/20,1,
Zip,10451,Age Group,Ages 5-17 years,3/5/20,3,
Zip,10451,Age Group,Ages 5-17 years,3/6/20,2,
Zip,10451,Age Group,Ages 5-17 years,3/7/20,1,
Zip,10451,Age Group,Ages 5-17 years,3/8/20,2,
Zip,10451,Age Group,Ages 5-17 years,3/9/20,4,
Zip,10451,Age Group,Ages 5-17 years,3/10/20,2,
Zip,10451,Age Group,Ages 5-17 years,3/11/20,1,
Zip,10451,Age Group,Ages 5-17 years,3/12/20,3,
Zip,10451,Age Group,Ages 5-17 years,3/13/20,7,
Zip,10451,Age Group,Ages 5-17 years,3/14/20,1,
Zip,10451,Age Group,Ages 5-17 years,3/15/20,3,
Zip,10451,Age Group,Ages 5-17 years,3/16/20,2,
Zip,10451,Age Group,Ages 5-17 years,3/17/20,3,
Zip,10451,Age Group,Ages 5-17 years,3/18/20,0,
Zip,10451,Age Group,Ages 5-17 years,3/19/20,1,
Zip,10451,Age Group,Ages 5-17 years,3/20/20,0,
Zip,10451,Age Group,Ages 5-17 years,3/21/20,0,
Zip,10451,Age Group,Ages 5-17 years,3/22/20,0,
Zip,10451,Age Group,Ages 5-17 years,3/23/20,0,
Zip,10451,Age Group,Ages 5-17 years,3/24/20,0,
Zip,10451,Age Group,Ages 5-17 years,3/25/20,1,
Zip,10451,Age Group,Ages 5-17 years,3/26/20,0,
Zip,10451,Age Group,Ages 5-17 years,3/27/20,0,
Zip,10451,Age Group,Ages 18-64 years,2/27/20,4,
Zip,10451,Age Group,Ages 18-64 years,2/28/20,0,
Zip,10451,Age Group,Ages 18-64 years,2/29/20,0,
Zip,10451,Age Group,Ages 18-64 years,3/1/20,1,
Zip,10451,Age Group,Ages 18-64 years,3/2/20,9,
Zip,10451,Age Group,Ages 18-64 years,3/3/20,6,
Zip,10451,Age Group,Ages 18-64 years,3/4/20,2,
Zip,10451,Age Group,Ages 18-64 years,3/5/20,3,
Zip,10451,Age Group,Ages 18-64 years,3/6/20,2,
Zip,10451,Age Group,Ages 18-64 years,3/7/20,2,
Zip,10451,Age Group,Ages 18-64 years,3/8/20,2,
Zip,10451,Age Group,Ages 18-64 years,3/9/20,5,
Zip,10451,Age Group,Ages 18-64 years,3/10/20,4,
Zip,10451,Age Group,Ages 18-64 years,3/11/20,11,
Zip,10451,Age Group,Ages 18-64 years,3/12/20,9,
Zip,10451,Age Group,Ages 18-64 years,3/13/20,10,
Zip,10451,Age Group,Ages 18-64 years,3/14/20,2,
Zip,10451,Age Group,Ages 18-64 years,3/15/20,7,
Zip,10451,Age Group,Ages 18-64 years,3/16/20,7,
Zip,10451,Age Group,Ages 18-64 years,3/17/20,6,
Zip,10451,Age Group,Ages 18-64 years,3/18/20,10,
Zip,10451,Age Group,Ages 18-64 years,3/19/20,9,
Zip,10451,Age Group,Ages 18-64 years,3/20/20,16,
Zip,10451,Age Group,Ages 18-64 years,3/21/20,14,
Zip,10451,Age Group,Ages 18-64 years,3/22/20,7,
Zip,10451,Age Group,Ages 18-64 years,3/23/20,14,
Zip,10451,Age Group,Ages 18-64 years,3/24/20,10,
Zip,10451,Age Group,Ages 18-64 years,3/25/20,15,
Zip,10451,Age Group,Ages 18-64 years,3/26/20,8,
Zip,10451,Age Group,Ages 18-64 years,3/27/20,10,
Zip,10451,Age Group,Ages 65+ years,2/27/20,0,
Zip,10451,Age Group,Ages 65+ years,2/28/20,1,
Zip,10451,Age Group,Ages 65+ years,2/29/20,1,
Zip,10451,Age Group,Ages 65+ years,3/1/20,0,
Zip,10451,Age Group,Ages 65+ years,3/2/20,0,
Zip,10451,Age Group,Ages 65+ years,3/3/20,0,
Zip,10451,Age Group,Ages 65+ years,3/4/20,0,
Zip,10451,Age Group,Ages 65+ years,3/5/20,0,
Zip,10451,Age Group,Ages 65+ years,3/6/20,0,
Zip,10451,Age Group,Ages 65+ years,3/7/20,0,
Zip,10451,Age Group,Ages 65+ years,3/8/20,0,
Zip,10451,Age Group,Ages 65+ years,3/9/20,1,
Zip,10451,Age Group,Ages 65+ years,3/10/20,0,
Zip,10451,Age Group,Ages 65+ years,3/11/20,0,
Zip,10451,Age Group,Ages 65+ years,3/12/20,1,
Zip,10451,Age Group,Ages 65+ years,3/13/20,0,
Zip,10451,Age Group,Ages 65+ years,3/14/20,1,
Zip,10451,Age Group,Ages 65+ years,3/15/20,0,
Zip,10451,Age Group,Ages 65+ years,3/16/20,0,
Zip,10451,Age Group,Ages 65+ years,3/17/20,0,
Zip,10451,Age Group,Ages 65+ years,3/18/20,0,
Zip,10451,Age Group,Ages 65+ years,3/19/20,0,
Zip,10451,Age Group,Ages 65+ years,3/20/20,0,
Zip,10451,Age Group,Ages 65+ years,3/21/20,0,
Zip,10451,Age Group,Ages 65+ years,3/22/20,1,
Zip,10451,Age Group,Ages 65+ years,3/23/20,2,
Zip,10451,Age Group,Ages 65+ years,3/24/20,2,
Zip,10451,Age Group,Ages 65+ years,3/25/20,3,
Zip,10451,Age Group,Ages 65+ years,3/26/20,4,
Zip,10451,Age Group,Ages 65+ years,3/27/20,1,
Zip,10452,Age Group,All age groups,2/27/20,4,
Zip,10452,Age Group,All age groups,2/28/20,4,
Zip,10452,Age Group,All age groups,2/29/20,6,
Zip,10452,Age Group,All age groups,3/1/20,12,
Zip,10452,Age Group,All age groups,3/2/20,13,
Zip,10452,Age Group,All age groups,3/3/20,10,
Zip,10452,Age Group,All age groups,3/4/20,12,
Zip,10452,Age Group,All age groups,3/5/20,9,
Zip,10452,Age Group,All age groups,3/6/20,11,
Zip,10452,Age Group,All age groups,3/7/20,6,
Zip,10452,Age Group,All age groups,3/8/20,8,
Zip,10452,Age Group,All age groups,3/9/20,15,
Zip,10452,Age Group,All age groups,3/10/20,12,
Zip,10452,Age Group,All age groups,3/11/20,24,
Zip,10452,Age Group,All age groups,3/12/20,16,
Zip,10452,Age Group,All age groups,3/13/20,14,
Zip,10452,Age Group,All age groups,3/14/20,14,
Zip,10452,Age Group,All age groups,3/15/20,14,
Zip,10452,Age Group,All age groups,3/16/20,14,
Zip,10452,Age Group,All age groups,3/17/20,26,
Zip,10452,Age Group,All age groups,3/18/20,17,
Zip,10452,Age Group,All age groups,3/19/20,27,
Zip,10452,Age Group,All age groups,3/20/20,23,
Zip,10452,Age Group,All age groups,3/21/20,26,
Zip,10452,Age Group,All age groups,3/22/20,23,
Zip,10452,Age Group,All age groups,3/23/20,19,
Zip,10452,Age Group,All age groups,3/24/20,27,
Zip,10452,Age Group,All age groups,3/25/20,19,
Zip,10452,Age Group,All age groups,3/26/20,21,
Zip,10452,Age Group,All age groups,3/27/20,22,
Zip,10452,Age Group,Ages 0-4 years,2/27/20,0,
Zip,10452,Age Group,Ages 0-4 years,2/28/20,1,
Zip,10452,Age Group,Ages 0-4 years,2/29/20,2,
Zip,10452,Age Group,Ages 0-4 years,3/1/20,6,
Zip,10452,Age Group,Ages 0-4 years,3/2/20,5,
Zip,10452,Age Group,Ages 0-4 years,3/3/20,4,
Zip,10452,Age Group,Ages 0-4 years,3/4/20,2,
Zip,10452,Age Group,Ages 0-4 years,3/5/20,4,
Zip,10452,Age Group,Ages 0-4 years,3/6/20,4,
Zip,10452,Age Group,Ages 0-4 years,3/7/20,2,
Zip,10452,Age Group,Ages 0-4 years,3/8/20,3,
Zip,10452,Age Group,Ages 0-4 years,3/9/20,2,
Zip,10452,Age Group,Ages 0-4 years,3/10/20,3,
Zip,10452,Age Group,Ages 0-4 years,3/11/20,6,
Zip,10452,Age Group,Ages 0-4 years,3/12/20,5,
Zip,10452,Age Group,Ages 0-4 years,3/13/20,2,
Zip,10452,Age Group,Ages 0-4 years,3/14/20,5,
Zip,10452,Age Group,Ages 0-4 years,3/15/20,5,
Zip,10452,Age Group,Ages 0-4 years,3/16/20,2,
Zip,10452,Age Group,Ages 0-4 years,3/17/20,4,
Zip,10452,Age Group,Ages 0-4 years,3/18/20,3,
Zip,10452,Age Group,Ages 0-4 years,3/19/20,2,
Zip,10452,Age Group,Ages 0-4 years,3/20/20,2,
Zip,10452,Age Group,Ages 0-4 years,3/21/20,2,
Zip,10452,Age Group,Ages 0-4 years,3/22/20,2,
Zip,10452,Age Group,Ages 0-4 years,3/23/20,2,
Zip,10452,Age Group,Ages 0-4 years,3/24/20,2,
Zip,10452,Age Group,Ages 0-4 years,3/25/20,0,
Zip,10452,Age Group,Ages 0-4 years,3/26/20,3,
Zip,10452,Age Group,Ages 0-4 years,3/27/20,1,
Zip,10452,Age Group,Ages 5-17 years,2/27/20,0,
Zip,10452,Age Group,Ages 5-17 years,2/28/20,1,
Zip,10452,Age Group,Ages 5-17 years,2/29/20,3,
Zip,10452,Age Group,Ages 5-17 years,3/1/20,1,
Zip,10452,Age Group,Ages 5-17 years,3/2/20,5,
Zip,10452,Age Group,Ages 5-17 years,3/3/20,0,
Zip,10452,Age Group,Ages 5-17 years,3/4/20,6,
Zip,10452,Age Group,Ages 5-17 years,3/5/20,2,
Zip,10452,Age Group,Ages 5-17 years,3/6/20,2,
Zip,10452,Age Group,Ages 5-17 years,3/7/20,2,
Zip,10452,Age Group,Ages 5-17 years,3/8/20,1,
Zip,10452,Age Group,Ages 5-17 years,3/9/20,3,
Zip,10452,Age Group,Ages 5-17 years,3/10/20,3,
Zip,10452,Age Group,Ages 5-17 years,3/11/20,4,
Zip,10452,Age Group,Ages 5-17 years,3/12/20,5,
Zip,10452,Age Group,Ages 5-17 years,3/13/20,0,
Zip,10452,Age Group,Ages 5-17 years,3/14/20,0,
Zip,10452,Age Group,Ages 5-17 years,3/15/20,2,
Zip,10452,Age Group,Ages 5-17 years,3/16/20,2,
Zip,10452,Age Group,Ages 5-17 years,3/17/20,4,
Zip,10452,Age Group,Ages 5-17 years,3/18/20,0,
Zip,10452,Age Group,Ages 5-17 years,3/19/20,3,
Zip,10452,Age Group,Ages 5-17 years,3/20/20,1,
Zip,10452,Age Group,Ages 5-17 years,3/21/20,0,
Zip,10452,Age Group,Ages 5-17 years,3/22/20,1,
Zip,10452,Age Group,Ages 5-17 years,3/23/20,1,
Zip,10452,Age Group,Ages 5-17 years,3/24/20,2,
Zip,10452,Age Group,Ages 5-17 years,3/25/20,2,
Zip,10452,Age Group,Ages 5-17 years,3/26/20,1,
Zip,10452,Age Group,Ages 5-17 years,3/27/20,1,
Zip,10452,Age Group,Ages 18-64 years,2/27/20,3,
Zip,10452,Age Group,Ages 18-64 years,2/28/20,2,
Zip,10452,Age Group,Ages 18-64 years,2/29/20,1,
Zip,10452,Age Group,Ages 18-64 years,3/1/20,5,
Zip,10452,Age Group,Ages 18-64 years,3/2/20,3,
Zip,10452,Age Group,Ages 18-64 years,3/3/20,6,
Zip,10452,Age Group,Ages 18-64 years,3/4/20,4,
Zip,10452,Age Group,Ages 18-64 years,3/5/20,2,
Zip,10452,Age Group,Ages 18-64 years,3/6/20,5,
Zip,10452,Age Group,Ages 18-64 years,3/7/20,2,
Zip,10452,Age Group,Ages 18-64 years,3/8/20,3,
Zip,10452,Age Group,Ages 18-64 years,3/9/20,10,
Zip,10452,Age Group,Ages 18-64 years,3/10/20,4,
Zip,10452,Age Group,Ages 18-64 years,3/11/20,13,
Zip,10452,Age Group,Ages 18-64 years,3/12/20,5,
Zip,10452,Age Group,Ages 18-64 years,3/13/20,12,
Zip,10452,Age Group,Ages 18-64 years,3/14/20,8,
Zip,10452,Age Group,Ages 18-64 years,3/15/20,6,
Zip,10452,Age Group,Ages 18-64 years,3/16/20,9,
Zip,10452,Age Group,Ages 18-64 years,3/17/20,15,
Zip,10452,Age Group,Ages 18-64 years,3/18/20,13,
Zip,10452,Age Group,Ages 18-64 years,3/19/20,20,
Zip,10452,Age Group,Ages 18-64 years,3/20/20,17,
Zip,10452,Age Group,Ages 18-64 years,3/21/20,23,
Zip,10452,Age Group,Ages 18-64 years,3/22/20,16,
Zip,10452,Age Group,Ages 18-64 years,3/23/20,14,
Zip,10452,Age Group,Ages 18-64 years,3/24/20,19,
Zip,10452,Age Group,Ages 18-64 years,3/25/20,13,
Zip,10452,Age Group,Ages 18-64 years,3/26/20,15,
Zip,10452,Age Group,Ages 18-64 years,3/27/20,16,
Zip,10452,Age Group,Ages 65+ years,2/27/20,1,
Zip,10452,Age Group,Ages 65+ years,2/28/20,0,
Zip,10452,Age Group,Ages 65+ years,2/29/20,0,
Zip,10452,Age Group,Ages 65+ years,3/1/20,0,
Zip,10452,Age Group,Ages 65+ years,3/2/20,0,
Zip,10452,Age Group,Ages 65+ years,3/3/20,0,
Zip,10452,Age Group,Ages 65+ years,3/4/20,0,
Zip,10452,Age Group,Ages 65+ years,3/5/20,1,
Zip,10452,Age Group,Ages 65+ years,3/6/20,0,
Zip,10452,Age Group,Ages 65+ years,3/7/20,0,
Zip,10452,Age Group,Ages 65+ years,3/8/20,1,
Zip,10452,Age Group,Ages 65+ years,3/9/20,0,
Zip,10452,Age Group,Ages 65+ years,3/10/20,2,
Zip,10452,Age Group,Ages 65+ years,3/11/20,1,
Zip,10452,Age Group,Ages 65+ years,3/12/20,1,
Zip,10452,Age Group,Ages 65+ years,3/13/20,0,
Zip,10452,Age Group,Ages 65+ years,3/14/20,1,
Zip,10452,Age Group,Ages 65+ years,3/15/20,1,
Zip,10452,Age Group,Ages 65+ years,3/16/20,1,
Zip,10452,Age Group,Ages 65+ years,3/17/20,3,
Zip,10452,Age Group,Ages 65+ years,3/18/20,1,
Zip,10452,Age Group,Ages 65+ years,3/19/20,2,
Zip,10452,Age Group,Ages 65+ years,3/20/20,3,
Zip,10452,Age Group,Ages 65+ years,3/21/20,1,
Zip,10452,Age Group,Ages 65+ years,3/22/20,4,
Zip,10452,Age Group,Ages 65+ years,3/23/20,2,
Zip,10452,Age Group,Ages 65+ years,3/24/20,4,
Zip,10452,Age Group,Ages 65+ years,3/25/20,4,
Zip,10452,Age Group,Ages 65+ years,3/26/20,2,
Zip,10452,Age Group,Ages 65+ years,3/27/20,4,
Zip,10453,Age Group,All age groups,2/27/20,5,
Zip,10453,Age Group,All age groups,2/28/20,10,
Zip,10453,Age Group,All age groups,2/29/20,5,
Zip,10453,Age Group,All age groups,3/1/20,6,
Zip,10453,Age Group,All age groups,3/2/20,6,
Zip,10453,Age Group,All age groups,3/3/20,12,
Zip,10453,Age Group,All age groups,3/4/20,8,
Zip,10453,Age Group,All age groups,3/5/20,10,
Zip,10453,Age Group,All age groups,3/6/20,11,
Zip,10453,Age Group,All age groups,3/7/20,5,
Zip,10453,Age Group,All age groups,3/8/20,2,
Zip,10453,Age Group,All age groups,3/9/20,13,
Zip,10453,Age Group,All age groups,3/10/20,9,
Zip,10453,Age Group,All age groups,3/11/20,8,
Zip,10453,Age Group,All age groups,3/12/20,14,
Zip,10453,Age Group,All age groups,3/13/20,12,
Zip,10453,Age Group,All age groups,3/14/20,13,
Zip,10453,Age Group,All age groups,3/15/20,16,
Zip,10453,Age Group,All age groups,3/16/20,16,
Zip,10453,Age Group,All age groups,3/17/20,15,
Zip,10453,Age Group,All age groups,3/18/20,16,
Zip,10453,Age Group,All age groups,3/19/20,26,
Zip,10453,Age Group,All age groups,3/20/20,21,
Zip,10453,Age Group,All age groups,3/21/20,17,
Zip,10453,Age Group,All age groups,3/22/20,21,
Zip,10453,Age Group,All age groups,3/23/20,11,
Zip,10453,Age Group,All age groups,3/24/20,23,
Zip,10453,Age Group,All age groups,3/25/20,31,
Zip,10453,Age Group,All age groups,3/26/20,19,
Zip,10453,Age Group,All age groups,3/27/20,21,
Zip,10453,Age Group,Ages 0-4 years,2/27/20,4,
Zip,10453,Age Group,Ages 0-4 years,2/28/20,4,
Zip,10453,Age Group,Ages 0-4 years,2/29/20,3,
Zip,10453,Age Group,Ages 0-4 years,3/1/20,2,
Zip,10453,Age Group,Ages 0-4 years,3/2/20,5,
Zip,10453,Age Group,Ages 0-4 years,3/3/20,1,
Zip,10453,Age Group,Ages 0-4 years,3/4/20,2,
Zip,10453,Age Group,Ages 0-4 years,3/5/20,1,
Zip,10453,Age Group,Ages 0-4 years,3/6/20,5,
Zip,10453,Age Group,Ages 0-4 years,3/7/20,2,
Zip,10453,Age Group,Ages 0-4 years,3/8/20,0,
Zip,10453,Age Group,Ages 0-4 years,3/9/20,0,
Zip,10453,Age Group,Ages 0-4 years,3/10/20,2,
Zip,10453,Age Group,Ages 0-4 years,3/11/20,0,
Zip,10453,Age Group,Ages 0-4 years,3/12/20,5,
Zip,10453,Age Group,Ages 0-4 years,3/13/20,1,
Zip,10453,Age Group,Ages 0-4 years,3/14/20,3,
Zip,10453,Age Group,Ages 0-4 years,3/15/20,6,
Zip,10453,Age Group,Ages 0-4 years,3/16/20,1,
Zip,10453,Age Group,Ages 0-4 years,3/17/20,0,
Zip,10453,Age Group,Ages 0-4 years,3/18/20,1,
Zip,10453,Age Group,Ages 0-4 years,3/19/20,2,
Zip,10453,Age Group,Ages 0-4 years,3/20/20,2,
Zip,10453,Age Group,Ages 0-4 years,3/21/20,1,
Zip,10453,Age Group,Ages 0-4 years,3/22/20,2,
Zip,10453,Age Group,Ages 0-4 years,3/23/20,0,
Zip,10453,Age Group,Ages 0-4 years,3/24/20,0,
Zip,10453,Age Group,Ages 0-4 years,3/25/20,1,
Zip,10453,Age Group,Ages 0-4 years,3/26/20,3,
Zip,10453,Age Group,Ages 0-4 years,3/27/20,1,
Zip,10453,Age Group,Ages 5-17 years,2/27/20,0,
Zip,10453,Age Group,Ages 5-17 years,2/28/20,5,
Zip,10453,Age Group,Ages 5-17 years,2/29/20,0,
Zip,10453,Age Group,Ages 5-17 years,3/1/20,0,
Zip,10453,Age Group,Ages 5-17 years,3/2/20,0,
Zip,10453,Age Group,Ages 5-17 years,3/3/20,3,
Zip,10453,Age Group,Ages 5-17 years,3/4/20,2,
Zip,10453,Age Group,Ages 5-17 years,3/5/20,3,
Zip,10453,Age Group,Ages 5-17 years,3/6/20,1,
Zip,10453,Age Group,Ages 5-17 years,3/7/20,1,
Zip,10453,Age Group,Ages 5-17 years,3/8/20,1,
Zip,10453,Age Group,Ages 5-17 years,3/9/20,6,
Zip,10453,Age Group,Ages 5-17 years,3/10/20,0,
Zip,10453,Age Group,Ages 5-17 years,3/11/20,2,
Zip,10453,Age Group,Ages 5-17 years,3/12/20,3,
Zip,10453,Age Group,Ages 5-17 years,3/13/20,2,
Zip,10453,Age Group,Ages 5-17 years,3/14/20,2,
Zip,10453,Age Group,Ages 5-17 years,3/15/20,3,
Zip,10453,Age Group,Ages 5-17 years,3/16/20,1,
Zip,10453,Age Group,Ages 5-17 years,3/17/20,1,
Zip,10453,Age Group,Ages 5-17 years,3/18/20,1,
Zip,10453,Age Group,Ages 5-17 years,3/19/20,4,
Zip,10453,Age Group,Ages 5-17 years,3/20/20,2,
Zip,10453,Age Group,Ages 5-17 years,3/21/20,2,
Zip,10453,Age Group,Ages 5-17 years,3/22/20,0,
Zip,10453,Age Group,Ages 5-17 years,3/23/20,2,
Zip,10453,Age Group,Ages 5-17 years,3/24/20,1,
Zip,10453,Age Group,Ages 5-17 years,3/25/20,2,
Zip,10453,Age Group,Ages 5-17 years,3/26/20,0,
Zip,10453,Age Group,Ages 5-17 years,3/27/20,0,
Zip,10453,Age Group,Ages 18-64 years,2/27/20,1,
Zip,10453,Age Group,Ages 18-64 years,2/28/20,1,
Zip,10453,Age Group,Ages 18-64 years,2/29/20,2,
Zip,10453,Age Group,Ages 18-64 years,3/1/20,4,
Zip,10453,Age Group,Ages 18-64 years,3/2/20,1,
Zip,10453,Age Group,Ages 18-64 years,3/3/20,6,
Zip,10453,Age Group,Ages 18-64 years,3/4/20,4,
Zip,10453,Age Group,Ages 18-64 years,3/5/20,6,
Zip,10453,Age Group,Ages 18-64 years,3/6/20,5,
Zip,10453,Age Group,Ages 18-64 years,3/7/20,1,
Zip,10453,Age Group,Ages 18-64 years,3/8/20,1,
Zip,10453,Age Group,Ages 18-64 years,3/9/20,6,
Zip,10453,Age Group,Ages 18-64 years,3/10/20,6,
Zip,10453,Age Group,Ages 18-64 years,3/11/20,6,
Zip,10453,Age Group,Ages 18-64 years,3/12/20,6,
Zip,10453,Age Group,Ages 18-64 years,3/13/20,8,
Zip,10453,Age Group,Ages 18-64 years,3/14/20,5,
Zip,10453,Age Group,Ages 18-64 years,3/15/20,7,
Zip,10453,Age Group,Ages 18-64 years,3/16/20,14,
Zip,10453,Age Group,Ages 18-64 years,3/17/20,14,
Zip,10453,Age Group,Ages 18-64 years,3/18/20,13,
Zip,10453,Age Group,Ages 18-64 years,3/19/20,16,
Zip,10453,Age Group,Ages 18-64 years,3/20/20,15,
Zip,10453,Age Group,Ages 18-64 years,3/21/20,13,
Zip,10453,Age Group,Ages 18-64 years,3/22/20,19,
Zip,10453,Age Group,Ages 18-64 years,3/23/20,8,
Zip,10453,Age Group,Ages 18-64 years,3/24/20,20,
Zip,10453,Age Group,Ages 18-64 years,3/25/20,28,
Zip,10453,Age Group,Ages 18-64 years,3/26/20,15,
Zip,10453,Age Group,Ages 18-64 years,3/27/20,17,
Zip,10453,Age Group,Ages 65+ years,2/27/20,0,
Zip,10453,Age Group,Ages 65+ years,2/28/20,0,
Zip,10453,Age Group,Ages 65+ years,2/29/20,0,
Zip,10453,Age Group,Ages 65+ years,3/1/20,0,
Zip,10453,Age Group,Ages 65+ years,3/2/20,0,
Zip,10453,Age Group,Ages 65+ years,3/3/20,2,
Zip,10453,Age Group,Ages 65+ years,3/4/20,0,
Zip,10453,Age Group,Ages 65+ years,3/5/20,0,
Zip,10453,Age Group,Ages 65+ years,3/6/20,0,
Zip,10453,Age Group,Ages 65+ years,3/7/20,1,
Zip,10453,Age Group,Ages 65+ years,3/8/20,0,
Zip,10453,Age Group,Ages 65+ years,3/9/20,1,
Zip,10453,Age Group,Ages 65+ years,3/10/20,1,
Zip,10453,Age Group,Ages 65+ years,3/11/20,0,
Zip,10453,Age Group,Ages 65+ years,3/12/20,0,
Zip,10453,Age Group,Ages 65+ years,3/13/20,1,
Zip,10453,Age Group,Ages 65+ years,3/14/20,3,
Zip,10453,Age Group,Ages 65+ years,3/15/20,0,
Zip,10453,Age Group,Ages 65+ years,3/16/20,0,
Zip,10453,Age Group,Ages 65+ years,3/17/20,0,
Zip,10453,Age Group,Ages 65+ years,3/18/20,1,
Zip,10453,Age Group,Ages 65+ years,3/19/20,4,
Zip,10453,Age Group,Ages 65+ years,3/20/20,2,
Zip,10453,Age Group,Ages 65+ years,3/21/20,1,
Zip,10453,Age Group,Ages 65+ years,3/22/20,0,
Zip,10453,Age Group,Ages 65+ years,3/23/20,1,
Zip,10453,Age Group,Ages 65+ years,3/24/20,2,
Zip,10453,Age Group,Ages 65+ years,3/25/20,0,
Zip,10453,Age Group,Ages 65+ years,3/26/20,1,
Zip,10453,Age Group,Ages 65+ years,3/27/20,3,
Zip,10454,Age Group,All age groups,2/27/20,12,
Zip,10454,Age Group,All age groups,2/28/20,6,
Zip,10454,Age Group,All age groups,2/29/20,2,
Zip,10454,Age Group,All age groups,3/1/20,3,
Zip,10454,Age Group,All age groups,3/2/20,6,
Zip,10454,Age Group,All age groups,3/3/20,4,
Zip,10454,Age Group,All age groups,3/4/20,3,
Zip,10454,Age Group,All age groups,3/5/20,10,
Zip,10454,Age Group,All age groups,3/6/20,6,
Zip,10454,Age Group,All age groups,3/7/20,7,
Zip,10454,Age Group,All age groups,3/8/20,5,
Zip,10454,Age Group,All age groups,3/9/20,6,
Zip,10454,Age Group,All age groups,3/10/20,8,
Zip,10454,Age Group,All age groups,3/11/20,11,
Zip,10454,Age Group,All age groups,3/12/20,22,
Zip,10454,Age Group,All age groups,3/13/20,14,
Zip,10454,Age Group,All age groups,3/14/20,5,
Zip,10454,Age Group,All age groups,3/15/20,9,
Zip,10454,Age Group,All age groups,3/16/20,10,
Zip,10454,Age Group,All age groups,3/17/20,11,
Zip,10454,Age Group,All age groups,3/18/20,15,
Zip,10454,Age Group,All age groups,3/19/20,7,
Zip,10454,Age Group,All age groups,3/20/20,12,
Zip,10454,Age Group,All age groups,3/21/20,14,
Zip,10454,Age Group,All age groups,3/22/20,6,
Zip,10454,Age Group,All age groups,3/23/20,16,
Zip,10454,Age Group,All age groups,3/24/20,10,
Zip,10454,Age Group,All age groups,3/25/20,19,
Zip,10454,Age Group,All age groups,3/26/20,12,
Zip,10454,Age Group,All age groups,3/27/20,13,
Zip,10454,Age Group,Ages 0-4 years,2/27/20,2,
Zip,10454,Age Group,Ages 0-4 years,2/28/20,2,
Zip,10454,Age Group,Ages 0-4 years,2/29/20,2,
Zip,10454,Age Group,Ages 0-4 years,3/1/20,2,
Zip,10454,Age Group,Ages 0-4 years,3/2/20,2,
Zip,10454,Age Group,Ages 0-4 years,3/3/20,0,
Zip,10454,Age Group,Ages 0-4 years,3/4/20,0,
